title,city,listing_city,district,size,rent,available_from,url,price_per_sqm,avg_ppm_diff,rent_index_diff,available_until,flatmates,flatmate_details,flatmates_female,flatmates_male,flatmates_diverse,rooms_free,room_type,online_since,straight_line_km,distance_km,duration_min,transit_distance_km,transit_duration_min,is_transit_estimated
Wohnen im Grünen - schönes möbliertes Zimmer mit eigener Terrasse in Mädels WG,"Stuttgart
                            
                            Heumaden","Stuttgart
                            
                            Heumaden",,13.0,430.0,15.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Heumaden.11995532.html,33.08,-2.74,,,3,"2w,0m,0d,0n",2,0,0,,,,14.67,,,33.63,13.2,True
1-Zimmer mit Balkon in WG ! Perfekt für die Neugründung einer 3er-WG,"Stuttgart
                            
                            Heumaden","Stuttgart
                            
                            Heumaden",,15.0,560.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Heumaden.12925135.html,37.33,1.51,,,3,"0w,1m,0d,0n",0,1,0,,,,14.67,,,33.63,13.2,True
Zimmer in Haus WG :),"Stuttgart
                            
                            Heumaden","Stuttgart
                            
                            Heumaden",,16.0,520.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Heumaden.12925888.html,32.5,-3.32,,,5,"3w,1m,0d,0n",3,1,0,,,,14.67,,,33.63,13.2,True
Moderne Business WG in ruhiger Gegend. Super angebunden!,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,16.0,700.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.9513305.html,43.75,7.93,,,3,"0w,2m,0d,0n",0,2,0,,,,14.17,,,40.1,8.7,True
Heimat auf Zeit - rauchfreie christliche WG für junge Frauen (auch Nichtchristinnen!) (plus Hausvater) hat aktuell noch ein Zimmer mit privater Toilette und privater Dusche frei - für kurze oder etwas längere Zeit,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,10.0,550.0,"15.02.2026
                    
                                            - 01.06.2030",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.10273215.html,55.0,19.18,,,7,"5w,1m,0d,0n",5,1,0,,,,14.17,,,40.1,8.7,True
Schönes Zimmer (15qm) in geselliger WG,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,15.0,470.0,"01.03.2026
                    
                                            - 01.05.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.11157042.html,31.33,-4.49,,,4,"0w,3m,0d,0n",0,3,0,,,,14.17,,,40.1,8.7,True
Heimat auf Zeit - rauchfreie christliche WG - auch für Nicht-Christinnen (6 Mädels plus Hausvater) hat ein Zimmer im Grünen frei - verkehrsgünstig zur Uni Hohenheim,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,13.0,550.0,"10.02.2026
                    
                                            - 30.09.2029",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.11406330.html,42.31,6.49,,,7,"5w,1m,0d,0n",5,1,0,,,,14.17,,,40.1,8.7,True
Gemütliches Zimmer in einem Einfamilienhaus im Grünen zu vermieten!,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,13.0,550.0,"01.02.2026
                    
                                            - 30.09.2029",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.11861424.html,42.31,6.49,,,7,"5w,1m,0d,0n",5,1,0,,,,14.17,,,40.1,8.7,True
"Zeitwohnen ab 1 Monat - möbliertes WG Zimmer mit Internet, TV, Gästeküche, Doppelbett, Bad/Wc-Mitbenützung, Waschmaschine, Trockner","Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,25.0,630.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.12129837.html,25.2,-10.62,,,4,"2w,1m,0d,0n",2,1,0,,,,14.17,,,40.1,8.7,True
"Sofa surfing, or a new wg","Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,28.0,575.0,"04.02.2026
                    
                                            - 31.05.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.12326446.html,20.54,-15.28,,,2,"0w,0m,0d,0n",0,0,0,,,,14.17,,,40.1,8.7,True
Gemeinschaftliches Leben!,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,10.0,330.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.12392664.html,33.0,-2.82,,,3,"2w,0m,0d,0n",2,0,0,,,,14.17,,,40.1,8.7,True
Schönes Zimmer in 3-er geräumiger WG in top Lage,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,16.0,565.0,28.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.12550920.html,35.31,-0.51,,,3,"0w,2m,0d,0n",0,2,0,,,,14.17,,,40.1,8.7,True
WG-Zimmer in perfekter Lage und eigenem Badezimmer,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,15.0,520.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.12662843.html,34.67,-1.15,,,7,"2w,4m,0d,0n",2,4,0,,,,14.17,,,40.1,8.7,True
16m2 möbliertes WG-Zi ->ALLES UNTEN DURCHLESEN,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,16.0,300.0,18.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.12953005.html,18.75,-17.07,,,4,"2w,1m,0d,0n",2,1,0,,,,14.17,,,40.1,8.7,True
"Mädchen WG, Perfekt dür Studentinnen der Uni Hohenheim","Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,17.0,570.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.12991656.html,33.53,-2.29,,,3,"2w,0m,0d,0n",2,0,0,,,,14.17,,,40.1,8.7,True
2er WG Neugründung – Stuttgart Degerloch – Top Lage – 950 € warm,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,37.0,950.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.13020512.html,25.68,-10.14,,,2,"0w,0m,0d,0n",0,0,0,,,,14.17,,,40.1,8.7,True
WG-Zimmer in Stuttgart Degerloch – 475 € warm – sofort bezugsfertig,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,12.0,470.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.13020614.html,39.17,3.35,,,2,"0w,0m,0d,0n",0,0,0,,,,14.17,,,40.1,8.7,True
Grosses Zimmer in wunderschöner Altbauwohnung mit Gartenbenutzung,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,23.0,630.0,01.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.13025790.html,27.39,-8.43,,,3,"1w,1m,0d,0n",1,1,0,,,,14.17,,,40.1,8.7,True
Schönes WG Zimmer in Altbau-Wohnung,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,17.0,680.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.13035343.html,40.0,4.18,,,3,"0w,2m,0d,0n",0,2,0,,,,14.17,,,40.1,8.7,True
"Möbliertes WG-Zimmer in S- Degerloch, 450€ inkl. NK","Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,10.0,450.0,01.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.13044761.html,45.0,9.18,,,3,"0w,2m,0d,0n",0,2,0,,,,14.17,,,40.1,8.7,True
Helles 13 qm Zimmer in ruhiger Lage in Stuttgart-Degerloch,"Stuttgart
                            
                            Degerloch","Stuttgart
                            
                            Degerloch",,13.0,415.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Degerloch.13071831.html,31.92,-3.9,,,4,"1w,1m,0d,0n",1,1,0,,,,14.17,,,40.1,8.7,True
"WG-Zimmer in heller EG-Wohnung, ruhige Wohngegend, großes Wohnzimmer, großer Garten","Stuttgart
                            
                            Sillenbuch","Stuttgart
                            
                            Sillenbuch",,13.0,540.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Sillenbuch.8178029.html,41.54,5.72,,,3,"1w,1m,0d,0n",1,1,0,,,,14.05,,,51.23,13.2,True
Gemütliches Zimmer in WG-Haus mit Garten und tollen Mitbewohnern,"Stuttgart
                            
                            Sillenbuch","Stuttgart
                            
                            Sillenbuch",,8.0,405.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Sillenbuch.8277659.html,50.62,14.8,,,5,"2w,2m,0d,0n",2,2,0,,,,14.05,,,51.23,13.2,True
"Ab 1 Monat, Zimmer frei in Stuttgart, WG Zimmer möbliert mieten","Stuttgart
                            
                            Sillenbuch","Stuttgart
                            
                            Sillenbuch",,14.0,640.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Sillenbuch.12625554.html,45.71,9.89,,,2,"0w,0m,0d,0n",0,0,0,,,,14.05,,,51.23,13.2,True
"S-Sillenbuch: 1 von 2 freien Zimmern in heller Wohnung, top gepflegt","Stuttgart
                            
                            Sillenbuch","Stuttgart
                            
                            Sillenbuch",,13.0,560.0,04.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Sillenbuch.13025628.html,43.08,7.26,,,2,"0w,0m,0d,0n",0,0,0,,,,14.05,,,51.23,13.2,True
"S-Sillenbuch: 2 von 2 freien Zimmern in heller Wohnung, top gepflegt","Stuttgart
                            
                            Sillenbuch","Stuttgart
                            
                            Sillenbuch",,34.0,977.0,04.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Sillenbuch.13025671.html,28.74,-7.08,,,2,"0w,0m,0d,0n",0,0,0,,,,14.05,,,51.23,13.2,True
WG-Zimmer in 3er WG - Haus mit Garten direkt am Campus der Uni Hohenheim,"Stuttgart
                            
                            Birkach","Stuttgart
                            
                            Birkach",,15.0,330.0,"01.04.2026
                    
                                            - 30.09.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Birkach.10648747.html,22.0,-13.82,,,3,"0w,0m,0d,0n",0,0,0,,,,14.03,,,46.99,11.4,True
Zimmer für das Sommersemester 2026,"Stuttgart
                            
                            Birkach","Stuttgart
                            
                            Birkach",,20.0,350.0,"01.04.2026
                    
                                            - 30.09.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Birkach.10795365.html,17.5,-18.32,,,3,"0w,0m,0d,0n",0,0,0,,,,14.03,,,46.99,11.4,True
Schönes Zimmer in 3er-Frauen-WG nähe Uni Hohenheim,"Stuttgart
                            
                            Birkach","Stuttgart
                            
                            Birkach",,9.0,303.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Birkach.12058811.html,33.67,-2.15,,,3,"2w,0m,0d,0n",2,0,0,,,,14.03,,,46.99,11.4,True
WG-Zimmer in ruhiger WG direkt an der Uni Hohenheim,"Stuttgart
                            
                            Birkach","Stuttgart
                            
                            Birkach",,11.0,550.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Birkach.12345569.html,50.0,14.18,,,3,"2w,0m,0d,0n",2,0,0,,,,14.03,,,46.99,11.4,True
MEGA WG in Stuttgart Birkach nahe Uni Hohenheim,"Stuttgart
                            
                            Birkach","Stuttgart
                            
                            Birkach",,14.0,560.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Birkach.12430498.html,40.0,4.18,,,7,"0w,0m,0d,0n",0,0,0,,,,14.03,,,46.99,11.4,True
"WG-Zimmer in Stuttgart - Birkach, möbliert, nahe Uni Hohenheim","Stuttgart
                            
                            Birkach","Stuttgart
                            
                            Birkach",,20.0,650.0,15.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Birkach.12872712.html,32.5,-3.32,,,5,"0w,0m,3d,0n",0,0,3,,,,14.03,,,46.99,11.4,True
Möbliertes Einzelzimmer in WG in Stuttgart-Birkach,"Stuttgart
                            
                            Birkach","Stuttgart
                            
                            Birkach",,40.0,750.0,16.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Birkach.12924826.html,18.75,-17.07,,,4,"0w,0m,3d,0n",0,0,3,,,,14.03,,,46.99,11.4,True
Mitbewohner/in für Neugründung einer 3er-WG gesucht / Roommate wanted for new 3-person flat share,"Stuttgart
                            
                            Birkach","Stuttgart
                            
                            Birkach",,25.0,661.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Birkach.12979933.html,26.44,-9.38,,,3,"0w,2m,0d,0n",0,2,0,,,,14.03,,,46.99,11.4,True
Großes Zimmer in 4er WG in Stuttgart Riedenberg,"Stuttgart
                            
                            Riedenberg","Stuttgart
                            
                            Riedenberg",,15.0,560.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Riedenberg.12342220.html,37.33,1.51,,,4,"0w,2m,0d,1n",0,2,0,,,,13.98,,,52.31,12.7,True
WG Zimmer im Grünen in Stuttgart Riedenberg,"Stuttgart
                            
                            Riedenberg","Stuttgart
                            
                            Riedenberg",,20.0,600.0,12.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Riedenberg.12980105.html,30.0,-5.82,,,4,"1w,0m,0d,0n",1,0,0,,,,13.98,,,52.31,12.7,True
"Pauschalmiete: nettes möbliertes Zimmer in  3er-WG, befristet","Stuttgart
                            
                            Untertürkheim","Stuttgart
                            
                            Untertürkheim",,13.0,495.0,"01.03.2026
                    
                                            - 30.09.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Untertuerkheim.3989491.html,38.08,2.26,,,3,"0w,1m,0d,0n",0,1,0,,,,13.95,,,26.66,10.7,True
Pauschalmiete schön möbliertes Zimmer in 3-er-WG,"Stuttgart
                            
                            Untertürkheim","Stuttgart
                            
                            Untertürkheim",,14.0,520.0,"01.03.2026
                    
                                            - 30.09.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Untertuerkheim.4489975.html,37.14,1.32,,,3,"0w,1m,0d,0n",0,1,0,,,,13.95,,,26.66,10.7,True
ab APR 2026: möbl. Zi (Nr.1-UG) in WG-Haus für Stud/ Prak alles inkl.,"Stuttgart
                            
                            Untertürkheim","Stuttgart
                            
                            Untertürkheim",,13.0,500.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Untertuerkheim.4900823.html,38.46,2.64,,,2,"0w,1m,0d,0n",0,1,0,,,,13.95,,,26.66,10.7,True
